Country Name,Country Code,Series,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Poland,POL,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,111911,109509,89161,75799,77551,NA,NA,59793,50722,NA
Portugal,PRT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.41249,5.12333,4.94941,5.27097,5.124,4.88554,NA,5.01561,NA,NA
Portugal,PRT,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,109.85528,109.11768,107.98629,107.51308,105.74948,104.87311,103.80414,104.35608,105.39792,NA
Portugal,PRT,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.97009,0.97127,0.97134,0.96485,0.95834,0.96252,0.96486,0.96684,0.97412,NA
Portugal,PRT,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,142,1192,907,525,3051,7802,11170,3662,2425,NA
Post-demographic dividend,PST,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Post-demographic dividend,PST,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,101.33871,101.27241,100.84204,101.29434,100.90424,100.71072,100.98296,100.80997,100.75139,101.48645
Post-demographic dividend,PST,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99373,0.9998,0.99371,0.99742,0.99895,1.00009,0.99979,0.99611,0.9986,0.99956
Post-demographic dividend,PST,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1396264,1643573,1448868,1378191,1339893,1152127,809134,886616,952510,935420
Pre-demographic dividend,PRE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pre-demographic dividend,PRE,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,91.84449,93.07634,94.96256,95.58936,95.37186,93.77751,93.83856,94.13993,94.59803,95.11123
Pre-demographic dividend,PRE,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.90092,0.90194,0.91681,0.92497,0.93207,0.94111,0.93694,0.9366,0.93484,0.93725
Pre-demographic dividend,PRE,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,30202980,29964512,30312609,31169077,31432933,32712819,32646116,32994618,33530858,33409962
Puerto Rico,PRI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,6.48108,6.07266,NA,NA,NA,NA,NA
Puerto Rico,PRI,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,99.27354,91.60209,93.28788,91.61575,90.64602,89.07858,82.83672,NA,81.7647,NA
Puerto Rico,PRI,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.03733,1.04091,1.0471,1.01589,1.00411,1.00037,0.99534,NA,0.98945,NA
Puerto Rico,PRI,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,30673,40004,36367,38182,40680,45370,57625,NA,55942,NA
Qatar,QAT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.53966,4.01224,3.50744,4.07384,3.60535,NA,NA,2.86383,NA,2.69535
Qatar,QAT,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,104.35936,104.34577,103.23748,99.93149,100.28776,103.01785,102.70193,103.0715,104.3871,105.11708
Qatar,QAT,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.03404,1.00761,1.03772,1.04647,1.02446,1.00843,0.99371,0.99604,1.01026,1.02992
Qatar,QAT,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1789,581,2076,6669,6996,4352,3584,2972,1985,2949
Romania,ROU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.49538,3.05943,2.9541,3.04938,3.12642,3.10676,2.97411,3.09539,NA,NA
Romania,ROU,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,99.12425,98.68784,97.61874,NA,NA,88.48407,86.34456,84.56607,86.94353,NA
Romania,ROU,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.98367,0.98226,0.98106,NA,NA,0.98508,0.98746,0.98672,0.99153,NA
Romania,ROU,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,20293,24545,33096,NA,NA,82464,104345,126456,135701,NA
Russian Federation,RUS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,3.7931,3.76383,4.01388,3.83403,3.76044,4.68991,NA,NA
Russian Federation,RUS,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,101.39378,101.33234,100.04793,98.02932,99.47305,100.12029,102.3353,104.09201,NA
Russian Federation,RUS,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,1.00615,1.00604,1.00546,1.00672,1.00792,1.006,0.9953,0.98911,NA
Russian Federation,RUS,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,21682,24643,22969,149626,80703,36857,8523,10839,NA
Rwanda,RWA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.61529,4.36722,4.40366,4.72194,4.17978,3.63234,3.4193,3.11083,3.07375,NA
Rwanda,RWA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,150.07595,149.87101,149.1984,146.00686,142.09463,140.56584,141.19302,137.17433,132.12526,129.96978
Rwanda,RWA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.02528,1.02981,1.02244,1.02393,1.02469,1.01361,0.99879,0.99264,0.98631,0.97976
Rwanda,RWA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,13957,42716,81300,121348
Samoa,WSM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,4.16222,NA,NA,NA
Samoa,WSM,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,109.93191,107.85874,107.23908,NA,107.99744,106.39106,107.93271,108.69744,110.43128,115.72207
Samoa,WSM,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.98587,1.00089,0.99772,NA,1.00265,1.00033,1.01218,1.00264,0.99838,1.0103
Samoa,WSM,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,157,417,382,NA,236,165,411,185,387,NA
San Marino,SMR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.62884,2.70296,NA,NA,NA,NA,NA,3.37033,3.59286,NA
San Marino,SMR,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,120.30303,108.68925,103.75723,NA,NA,NA,NA,NA,116.89373,110.08065
San Marino,SMR,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.13082,1.00521,0.94788,NA,NA,NA,NA,NA,1.16476,1.10741
San Marino,SMR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,NA,79
Sao Tome and Principe,STP,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,9.65147,NA,6.33951,5.93969,3.74883,3.8645,5.17307,5.08416,5.14907,NA
Sao Tome and Principe,STP,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,116.19757,114.26579,105.98756,105.96625,102.0392,103.1691,103.85953,105.00261,NA,NA
Sao Tome and Principe,STP,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99332,0.97067,0.9711,0.9797,0.96457,0.96129,0.95747,0.96736,NA,NA
Sao Tome and Principe,STP,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,2718,NA,NA,3728,3702,3817,NA,2100,NA,NA
Saudi Arabia,SAU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,SAU,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,106.17968,106.36617,110.32458,114.89821,117.2198,112.10066,104.63059,100.17458,100.34702,101.47726
Saudi Arabia,SAU,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99185,0.99529,1.00474,0.9746,0.97039,1.03096,0.99074,1.01429,1.01145,1.01504
Saudi Arabia,SAU,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,89185,90164,4621,67693,NA,22068,58970,NA,NA,NA
Senegal,SEN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.18252,4.87895,4.73316,5.6725,5.72021,5.45638,5.11309,4.62497,4.83328,NA
Senegal,SEN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,86.44265,92.01571,91.49765,89.37315,90.46086,89.78162,NA,NA,NA,87.58381
Senegal,SEN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.05836,1.12125,1.113,1.11834,1.11969,1.11954,NA,NA,NA,1.14192
Senegal,SEN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,553211,550287,503229,540858,541676,563931,NA,NA,NA,681296
Serbia,SRB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.32781,4.23836,4.16421,NA,3.92698,3.78902,3.64027,3.71509,3.58539,NA
Serbia,SRB,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,95.64695,101.51213,100.56836,100.94359,101.36326,101.22541,100.46706,100.36259,100.31749,99.59382
Serbia,SRB,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99495,1.00036,0.99994,1.00093,1.00448,0.99775,0.99799,1.00096,1.0003,0.99901
Serbia,SRB,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,15004,7458,10495,10006,3423,2187,2253,2752,3815,4887
Seychelles,SYC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,3.60644,2.61393,3.60813,4.08368,NA,4.42102,NA,NA,NA
Seychelles,SYC,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,112.14249,113.33853,111.44253,108.00806,106.37099,105.97335,103.56895,102.42356,103.31627,102.81319
Seychelles,SYC,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.03083,1.05209,1.03965,1.02156,1.01518,1.03043,1.03249,1.05168,1.05868,1.04867
Seychelles,SYC,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,64,84,77,152,249,269,224
Sierra Leone,SLE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.58864,2.6689,2.87204,2.37981,2.66292,NA,3.06023,4.63577,6.98963,7.70228
Sierra Leone,SLE,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,110.76908,115.99032,118.28518,NA,116.9143,118.89392,125.64213,114.68657,145.59427
Sierra Leone,SLE,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,0.9483,0.98979,1.00134,NA,1.01415,1.01101,1.01891,1.03486,1.02634
Sierra Leone,SLE,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,43719,2476,NA,19253,6104,NA,NA,NA
Singapore,SGP,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.08044,3.03077,3.07086,2.85435,NA,NA,NA,NA,NA,NA
Singapore,SGP,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,NA,NA,NA,NA,100.69286,100.57172,100.22494,NA
Singapore,SGP,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,NA,NA,NA,NA,NA,0.99844,0.99893,0.99928,NA
Singapore,SGP,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,24,72,476,NA
Sint Maarten (Dutch part),SXM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sint Maarten (Dutch part),SXM,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,121.31704,NA,128.86671,NA,NA,NA,NA,NA
Sint Maarten (Dutch part),SXM,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,NA,1.01615,NA,1.0108,NA,NA,NA,NA,NA
Sint Maarten (Dutch part),SXM,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slovak Republic,SVK,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.08471,3.92964,3.8677,4.07649,4.22136,4.59954,3.91171,3.93913,NA,NA
Slovak Republic,SVK,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,100.99314,99.85448,100.02166,99.83907,99.27775,98.0883,97.28014,98.43949,99.54251,NA
Slovak Republic,SVK,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99129,0.99129,0.99019,0.98557,0.99045,0.99201,0.98865,0.99423,0.99676,NA
Slovak Republic,SVK,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,10409,11670,9150,8543,11034,13359,14552,12554,10196,NA
Slovenia,SVN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.54546,5.54126,5.62023,5.40573,5.2917,4.90953,4.80178,4.78324,NA,NA
Slovenia,SVN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,99.46924,100.05976,100.60834,100.29107,99.95206,100.33198,100.2171,100.56636,102.13463,NA
Slovenia,SVN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99947,1.00402,1.00608,1.00675,1.00462,1.00744,1.00739,1.00328,1.00138,NA
Slovenia,SVN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,683,353,431,718,894,521,558,225,294,NA
Small states,SST,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Small states,SST,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,105.80448,105.88385,105.91026,105.56183,105.45242,105.85708,105.58482,105.62093,105.69952,105.89029
Small states,SST,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.97362,0.97236,0.97697,0.97731,0.97803,0.98353,0.98106,0.9815,0.98271,0.98688
Small states,SST,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,540780,511126,511396,519989,523240,512066,533421,508482,521481,520901
Solomon Islands,SLB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,9.86063,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solomon Islands,SLB,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,113.16806,113.98751,111.60158,113.36846,111.78632,112.97701,113.67024,112.19722,105.99196,NA
Solomon Islands,SLB,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.97522,0.97292,0.97955,0.98919,0.97229,0.98953,0.98814,0.99269,0.99609,NA
Solomon Islands,SLB,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,360,492,68,NA,NA,4351,NA
Somalia,SOM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Somalia,SOM,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Somalia,SOM,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Somalia,SOM,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Africa,ZAF,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.72174,NA,NA,NA,NA,5.95619,5.94285,6.11306,6.15899,6.50505
South Africa,ZAF,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,102.66989,101.26646,101.00954,100.44002,100.65726,101.9005,101.4936,99.1387,96.59,NA
South Africa,ZAF,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.96171,0.95955,0.95824,0.95783,0.96124,0.93338,0.96804,0.96667,0.96159,NA
South Africa,ZAF,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,311658,NA,567591,845478,NA
South Asia,SAS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.42347002,2.82980001,2.349954963,2.98257494,3.121760011,2.946019888,2.500319958,NA,NA,NA
South Asia,SAS,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,106.05615,106.34329,107.63053,111.05974,109.19459,109.65876,116.54265,114.60604,98.89166,98.62101
South Asia,SAS,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00033,1.00874,1.01264,1.06814,1.0605,1.06115,1.09157,1.08159,0.98713,0.98683
South Asia,SAS,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,15894082,17148413,15556466,13640044,12829052,13575013,12735420,12823181,12631548,12764234
South Asia (IDA & IBRD),TSA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Asia (IDA & IBRD),TSA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,106.05615,106.34329,107.63053,111.05974,109.19459,109.65876,116.54265,114.60604,98.89166,98.62101
South Asia (IDA & IBRD),TSA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00033,1.00874,1.01264,1.06814,1.0605,1.06115,1.09157,1.08159,0.98713,0.98683
South Asia (IDA & IBRD),TSA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,15894082,17148413,15556466,13640044,12829052,13575013,12735420,12823181,12631548,12764234
South Sudan,SSD,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,0.96289,NA,1.0245,1.23246,1.46556,1.5439,NA,NA,NA
South Sudan,SSD,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,71.58802,NA,NA,NA,60.38093,NA,NA,NA,NA
South Sudan,SSD,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,0.66209,NA,NA,NA,0.7078,NA,NA,NA,NA
South Sudan,SSD,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,894162,NA,NA,NA,1088325,NA,NA,NA,NA
Spain,ESP,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.85608,4.89692,4.46934,4.35102,4.30338,4.28657,4.22764,4.20774,NA,NA
Spain,ESP,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,103.57508,104.14684,104.90096,108.81614,107.87827,107.20858,105.09839,103.58476,102.70377,NA
Spain,ESP,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99253,0.99241,0.99375,1.01124,1.01324,1.01552,1.01657,1.01662,1.01366,NA
Spain,ESP,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1785,1223,3127,6223,7383,9277,27756,74969,91786,NA
Sri Lanka,LKA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.71774,1.80861,1.49617,1.62107,1.93288,2.22875,3.4492,2.79925,2.12421,NA
Sri Lanka,LKA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,98.24813,97.51822,98.76951,99.42777,100.18917,100.57343,100.37505,99.90265,99.61806,NA
Sri Lanka,LKA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.97522,0.96063,0.97666,0.97622,0.97728,0.97894,0.97871,0.98571,0.9893,NA
Sri Lanka,LKA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,89067,87520,83509,61328,45261,16394,16400,12419,9296,NA
St. Kitts and Nevis,KNA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,2.64346,NA,NA,NA,NA
St. Kitts and Nevis,KNA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,110.55456,110.42899,109.69951,108.73786,108.39243,107.93336,107.09163,NA,NA,NA
St. Kitts and Nevis,KNA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.94906,0.98126,0.98385,1.00784,0.99587,0.99322,0.97018,NA,NA,NA
St. Kitts and Nevis,KNA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,132,NA,17,13,4,NA,54,NA,NA,NA
St. Lucia,LCA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.4829,3.58824,3.27299,3.85985,3.88069,3.86773,5.20828,NA,3.3318,NA
St. Lucia,LCA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,NA,NA,NA,99.48973,100.22562,101.45412,103.15652,103.2646
St. Lucia,LCA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,NA,NA,NA,NA,0.96816,0.96786,0.98946,1.0108,1.0181
St. Lucia,LCA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,235,219,228,222,260
St. Martin (French part),MAF,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Martin (French part),MAF,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Martin (French part),MAF,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Martin (French part),MAF,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,VCT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.08523,NA,NA,NA,NA,NA,5.7334,5.73196,5.69378,NA
St. Vincent and the Grenadines,VCT,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,106.20562,105.08557,110.76745,109.58515,109.62926,109.69748,109.37341,109.79887,112.74018,NA
St. Vincent and the Grenadines,VCT,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.94917,0.98462,0.97393,0.9617,0.98415,0.99073,0.98936,0.9847,0.98844,NA
St. Vincent and the Grenadines,VCT,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,71,97,38,21,NA,113,94,58,NA,NA
Sub-Saharan Africa,SSF,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.836175084,3.925139904,4.101180077,4.498549938,NA,NA,NA,NA,NA,NA
Sub-Saharan Africa,SSF,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,93.5266,94.76524,96.29907,96.9402,96.85492,95.82346,95.87703,95.98685,96.14986,96.60417
Sub-Saharan Africa,SSF,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.92473,0.92299,0.93662,0.94396,0.95015,0.9565,0.95449,0.95403,0.95274,0.95469
Sub-Saharan Africa,SSF,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,32307826,31295264,31577318,31280815,31616968,32606645,32698434,33032968,33975668,33809353
Sub-Saharan Africa (excluding high income),SSA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.836175084,3.925139904,4.101180077,4.498549938,NA,NA,NA,NA,NA,NA
Sub-Saharan Africa (excluding high income),SSA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,93.51808,94.75772,96.29318,96.93563,96.8502,95.81817,95.87244,95.98313,96.14635,96.60187
Sub-Saharan Africa (excluding high income),SSA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.92466,0.92292,0.93656,0.9439,0.9501,0.95646,0.95445,0.95399,0.9527,0.95465
Sub-Saharan Africa (excluding high income),SSA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,32306617,31293926,31572586,31278446,31615655,32605505,32696856,33031711,33974243,33807920
Sub-Saharan Africa (IDA & IBRD countries),TSS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,93.5266,94.76524,96.29907,96.9402,96.85492,95.82346,95.87703,95.98685,96.14986,96.60417
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.92473,0.92299,0.93662,0.94396,0.95015,0.9565,0.95449,0.95403,0.95274,0.95469
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,32307826,31295264,31577318,31280815,31616968,32606645,32698434,33032968,33975668,33809353
Sudan,SDN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudan,SDN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,67.76904,65.17222,66.67713,68.05666,69.33065,69.78471,73.22094,74.41109,NA,NA
Sudan,SDN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.89659,0.8846,0.88918,0.89694,0.92279,0.91316,0.93247,0.94004,NA,NA
Sudan,SDN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,2363794,2621101,2618997,2652400,2657780,2561223,2443016,NA,NA
Suriname,SUR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Suriname,SUR,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,113.84338,112.29691,112.53292,113.69895,114.32242,116.40878,115.71443,110.77448,108.70755,109.15439
Suriname,SUR,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99667,1.00104,0.99702,1.01486,1.01702,1.01013,1.0028,1.00379,0.99762,0.99871
Suriname,SUR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,6263,7418,7124,7399,7665,6595,5850,8579,8601,7676
Sweden,SWE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.52269,6.36692,7.53697,7.61121,7.57373,7.4439,7.61862,7.56883,NA,NA
Sweden,SWE,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,101.16406,100.22249,101.84269,123.98248,124.23183,125.52125,126.49916,127.44611,129.7997,NA
